Input,Output
-100.00000000000000000000,0.00000000000000333067
-99.00000000000000000000,0.00000000000000022204
-98.00000000000000000000,0.00000000000000310862
-97.00000000000000000000,0.00000000000000405231
-96.00000000000000000000,0.00000000000000022204
-95.00000000000000000000,0.00000000000000943690
-94.00000000000000000000,0.00000000000000358047
-93.00000000000000000000,0.00000000000000133227
-92.00000000000000000000,0.00000000000000233147
-91.00000000000000000000,0.00000000000000308087
-90.00000000000000000000,0.00000000000000144329
-89.00000000000000000000,0.00000000000000655032
-88.00000000000000000000,0.00000000000000541928
-87.00000000000000000000,0.00000000000000188738
-86.00000000000000000000,0.00000000000000133227
-85.00000000000000000000,0.00000000000000352496
-84.00000000000000000000,0.00000000000000133227
-83.00000000000000000000,0.00000000000000133227
-82.00000000000000000000,0.00000000000000022204
-81.00000000000000000000,0.00000000000000244249
-80.00000000000000000000,0.00000000000000044409
-79.00000000000000000000,0.00000000000000283107
-78.00000000000000000000,0.00000000000000288658
-77.00000000000000000000,0.00000000000000033307
-76.00000000000000000000,0.00000000000000255351
-75.00000000000000000000,0.00000000000000272005
-74.00000000000000000000,0.00000000000000055511
-73.00000000000000000000,0.00000000000000255351
-72.00000000000000000000,0.00000000000000277556
-71.00000000000000000000,0.00000000000000111022
-70.00000000000000000000,0.00000000000000699441
-69.00000000000000000000,0.00000000000000266454
-68.00000000000000000000,0.00000000000000133227
-67.00000000000000000000,0.00000000000000144329
-66.00000000000000000000,0.00000000000000258821
-65.00000000000000000000,0.00000000000000222045
-64.00000000000000000000,0.00000000000000444089
-63.00000000000000000000,0.00000000000000036082
-62.00000000000000000000,0.00000000000000144329
-61.00000000000000000000,0.00000000000000055511
-60.00000000000000000000,0.00000000000000216493
-59.00000000000000000000,0.00000000000000077716
-58.00000000000000000000,0.00000000000000077716
-57.00000000000000000000,0.00000000000000210942
-56.00000000000000000000,0.00000000000000177636
-55.00000000000000000000,0.00000000000000011102
-54.00000000000000000000,0.00000000000000166533
-53.00000000000000000000,0.00000000000000160982
-52.00000000000000000000,0.00000000000000133227
-51.00000000000000000000,0.00000000000000122125
