Input,Output
-50.00000000000000000000,0.00000000000000194289
-49.00000000000000000000,0.00000000000000066613
-48.00000000000000000000,0.00000000000000099920
-47.00000000000000000000,0.00000000000000154043
-46.00000000000000000000,0.00000000000000177636
-45.00000000000000000000,0.00000000000000122125
-44.00000000000000000000,0.00000000000000851055
-43.00000000000000000000,0.00000000000000099920
-42.00000000000000000000,0.00000000000000055511
-41.00000000000000000000,0.00000000000000158207
-40.00000000000000000000,0.00000000000000188738
-39.00000000000000000000,0.00000000000000399680
-38.00000000000000000000,0.00000000000000560663
-37.00000000000000000000,0.00000000000000122125
-36.00000000000000000000,0.00000000000000000000
-35.00000000000000000000,0.00000000000000127676
-34.00000000000000000000,0.00000000000000166533
-33.00000000000000000000,0.00000000000000033307
-32.00000000000000000000,0.00000000000000000000
-31.00000000000000000000,0.00000000000000122125
-30.00000000000000000000,0.00000000000000022204
-29.00000000000000000000,0.00000000000000077716
-28.00000000000000000000,0.00000000000000138778
-27.00000000000000000000,0.00000000000000122125
-26.00000000000000000000,0.00000000000000011102
-25.00000000000000000000,0.00000000000000097145
-24.00000000000000000000,0.00000000000000055511
-23.00000000000000000000,0.00000000000000022204
-22.00000000000000000000,0.00000000000000099400
-21.00000000000000000000,0.00000000000000188738
-20.00000000000000000000,0.00000000000000199840
-19.00000000000000000000,0.00000000000000327516
-18.00000000000000000000,0.00000000000000033307
-17.00000000000000000000,0.00000000000000044409
-16.00000000000000000000,0.00000000000000072164
-15.00000000000000000000,0.00000000000000022204
-14.00000000000000000000,0.00000000000000077716
-13.00000000000000000000,0.00000000000000793809
-12.00000000000000000000,0.00000000000000033307
-11.00000000000000000000,0.00000000000000011102
-10.00000000000000000000,0.00000000000000044409
-9.00000000000000000000,0.00000000000000044409
-8.00000000000000000000,0.00000000000000033307
-7.00000000000000000000,0.00000000000000377476
-6.00000000000000000000,0.00000000000000022204
-5.00000000000000000000,0.00000000000000011102
-4.00000000000000000000,0.00000000000000022204
-3.00000000000000000000,0.00000000000000047184
-2.00000000000000000000,0.00000000000000144329
-1.00000000000000000000,0.00000000000000133227
0.00000000000000000000,0.00000000000000000000
1.00000000000000000000,0.00000000000000000000
2.00000000000000000000,0.00000000000000000000
3.00000000000000000000,0.00000000000000011102
4.00000000000000000000,0.00000000000000066613
5.00000000000000000000,0.00000000000000277556
6.00000000000000000000,0.00000000000000338618
7.00000000000000000000,0.00000000000000022204
8.00000000000000000000,0.00000000000000011102
9.00000000000000000000,0.00000000000000005551
10.00000000000000000000,0.00000000000000088818
11.00000000000000000000,0.00000000000000122125
12.00000000000000000000,0.00000000000000188738
13.00000000000000000000,0.00000000000000044409
14.00000000000000000000,0.00000000000000011102
15.00000000000000000000,0.00000000000000033307
16.00000000000000000000,0.00000000000000077716
17.00000000000000000000,0.00000000000000144329
18.00000000000000000000,0.00000000000000477396
19.00000000000000000000,0.00000000000000069389
20.00000000000000000000,0.00000000000000022204
21.00000000000000000000,0.00000000000000033307
22.00000000000000000000,0.00000000000000098532
23.00000000000000000000,0.00000000000000011102
24.00000000000000000000,0.00000000000000055511
25.00000000000000000000,0.00000000000000979772
26.00000000000000000000,0.00000000000000055511
27.00000000000000000000,0.00000000000000033307
28.00000000000000000000,0.00000000000000099920
29.00000000000000000000,0.00000000000000022204
30.00000000000000000000,0.00000000000000000000
31.00000000000000000000,0.00000000000000133227
32.00000000000000000000,0.00000000000000099920
33.00000000000000000000,0.00000000000000011102
34.00000000000000000000,0.00000000000000099920
35.00000000000000000000,0.00000000000000149880
36.00000000000000000000,0.00000000000000066613
37.00000000000000000000,0.00000000000000488498
38.00000000000000000000,0.00000000000000138778
39.00000000000000000000,0.00000000000000044409
40.00000000000000000000,0.00000000000000099920
41.00000000000000000000,0.00000000000000197065
42.00000000000000000000,0.00000000000000000000
43.00000000000000000000,0.00000000000000277556
44.00000000000000000000,0.00000000000000171391
45.00000000000000000000,0.00000000000000099920
46.00000000000000000000,0.00000000000000077716
47.00000000000000000000,0.00000000000000116573
48.00000000000000000000,0.00000000000000099920
49.00000000000000000000,0.00000000000000022204
50.00000000000000000000,0.00000000000000643929
51.00000000000000000000,0.00000000000000133227
52.00000000000000000000,0.00000000000000055511
53.00000000000000000000,0.00000000000000172085
54.00000000000000000000,0.00000000000000144329
55.00000000000000000000,0.00000000000000033307
56.00000000000000000000,0.00000000000000133227
57.00000000000000000000,0.00000000000000199840
58.00000000000000000000,0.00000000000000022204
59.00000000000000000000,0.00000000000000155431
60.00000000000000000000,0.00000000000000227596
61.00000000000000000000,0.00000000000000011102
62.00000000000000000000,0.00000000000000011102
63.00000000000000000000,0.00000000000000241474
64.00000000000000000000,0.00000000000000099920
65.00000000000000000000,0.00000000000000144329
66.00000000000000000000,0.00000000000000309822
67.00000000000000000000,0.00000000000000066613
68.00000000000000000000,0.00000000000000000000
69.00000000000000000000,0.00000000000000435763
70.00000000000000000000,0.00000000000000166533
71.00000000000000000000,0.00000000000000088818
72.00000000000000000000,0.00000000000000249800
73.00000000000000000000,0.00000000000000222045
74.00000000000000000000,0.00000000000000055511
75.00000000000000000000,0.00000000000000049960
76.00000000000000000000,0.00000000000000244249
77.00000000000000000000,0.00000000000000022204
78.00000000000000000000,0.00000000000000233147
79.00000000000000000000,0.00000000000000283107
80.00000000000000000000,0.00000000000000044409
81.00000000000000000000,0.00000000000000544009
82.00000000000000000000,0.00000000000000299760
83.00000000000000000000,0.00000000000000077716
84.00000000000000000000,0.00000000000000222045
85.00000000000000000000,0.00000000000000305311
86.00000000000000000000,0.00000000000000277556
87.00000000000000000000,0.00000000000000699441
88.00000000000000000000,0.00000000000000343475
89.00000000000000000000,0.00000000000000177636
90.00000000000000000000,0.00000000000000166533
91.00000000000000000000,0.00000000000000383027
92.00000000000000000000,0.00000000000000177636
93.00000000000000000000,0.00000000000000133227
94.00000000000000000000,0.00000000000001498801
95.00000000000000000000,0.00000000000000266454
96.00000000000000000000,0.00000000000000055511
97.00000000000000000000,0.00000000000000321965
98.00000000000000000000,0.00000000000000222045
99.00000000000000000000,0.00000000000000133227
100.00000000000000000000,0.00000000000000521805
