Input,Output
-100.00000000000000000000,0.00000000000000210942
-99.00000000000000000000,0.00000000000000398293
-98.00000000000000000000,0.00000000000000244249
-97.00000000000000000000,0.00000000000000166533
-96.00000000000000000000,0.00000000000000499600
-95.00000000000000000000,0.00000000000000366374
-94.00000000000000000000,0.00000000000000088818
-93.00000000000000000000,0.00000000000000338618
-92.00000000000000000000,0.00000000000000288658
-91.00000000000000000000,0.00000000000000055511
-90.00000000000000000000,0.00000000000000438538
-89.00000000000000000000,0.00000000000000077716
-88.00000000000000000000,0.00000000000000688338
-87.00000000000000000000,0.00000000000000255351
-86.00000000000000000000,0.00000000000000310862
-85.00000000000000000000,0.00000000000000022204
-84.00000000000000000000,0.00000000000000266454
-83.00000000000000000000,0.00000000000000002776
-82.00000000000000000000,0.00000000000000521805
-81.00000000000000000000,0.00000000000000188738
-80.00000000000000000000,0.00000000000000323352
-79.00000000000000000000,0.00000000000000133227
-78.00000000000000000000,0.00000000000000155431
-77.00000000000000000000,0.00000000000000397252
-76.00000000000000000000,0.00000000000000199840
-75.00000000000000000000,0.00000000000000122125
-74.00000000000000000000,0.00000000000000288658
-73.00000000000000000000,0.00000000000000199840
-72.00000000000000000000,0.00000000000000022204
-71.00000000000000000000,0.00000000000000216493
-70.00000000000000000000,0.00000000000000044409
-69.00000000000000000000,0.00000000000000033307
-68.00000000000000000000,0.00000000000000249800
-67.00000000000000000000,0.00000000000000233147
-66.00000000000000000000,0.00000000000000011102
-65.00000000000000000000,0.00000000000000155431
-64.00000000000000000000,0.00000000000000049960
-63.00000000000000000000,0.00000000000000632827
-62.00000000000000000000,0.00000000000000210942
-61.00000000000000000000,0.00000000000000249800
-60.00000000000000000000,0.00000000000000066613
-59.00000000000000000000,0.00000000000000210942
-58.00000000000000000000,0.00000000000000442701
-57.00000000000000000000,0.00000000000000321965
-56.00000000000000000000,0.00000000000000111022
-55.00000000000000000000,0.00000000000000218922
-54.00000000000000000000,0.00000000000000133227
-53.00000000000000000000,0.00000000000000044409
-52.00000000000000000000,0.00000000000000263678
-51.00000000000000000000,0.00000000000000488498
-50.00000000000000000000,0.00000000000000033307
-49.00000000000000000000,0.00000000000000194289
-48.00000000000000000000,0.00000000000000144329
-47.00000000000000000000,0.00000000000000022204
-46.00000000000000000000,0.00000000000000083267
-45.00000000000000000000,0.00000000000000455191
-44.00000000000000000000,0.00000000000000777156
-43.00000000000000000000,0.00000000000000144329
-42.00000000000000000000,0.00000000000000144329
-41.00000000000000000000,0.00000000000000033307
-40.00000000000000000000,0.00000000000000099920
-39.00000000000000000000,0.00000000000000116573
-38.00000000000000000000,0.00000000000000155431
-37.00000000000000000000,0.00000000000000088818
-36.00000000000000000000,0.00000000000000144329
-35.00000000000000000000,0.00000000000000022204
-34.00000000000000000000,0.00000000000000077716
-33.00000000000000000000,0.00000000000000145717
-32.00000000000000000000,0.00000000000000055511
